name	x	y	z	material
Fz	-0.0012292786120998045	0.09327445212894306	0.10263929347682083	Ag/AgCl
Cz	-0.0013741408533525957	0.027617093717945417	0.1401994941744	Ag/AgCl
Pz	-0.0017094524972804195	-0.04521299319629392	0.12667292418210063	Ag/AgCl
Oz	-0.002060253553524364	-0.08278299035919615	0.06073663060774018	Ag/AgCl
P3	-0.05503823925315043	-0.04421030104524479	0.09990897692201317	Ag/AgCl
P4	0.053636008012841616	-0.044334525348021875	0.10051602773215543	Ag/AgCl
PO7	-0.056948628595126505	-0.06592324268349231	0.04790743802199564	Ag/AgCl
PO8	0.05355731544232249	-0.0664169403782647	0.04785097585047131	Ag/AgCl
F3	-0.05180904586237076	0.0866879023191724	0.07871409302883829	Ag/AgCl
F4	0.05027427028109521	0.087438385860065	0.07727065434234637	Ag/AgCl
FCz	-0.0012714337533993952	0.06345979225353343	0.12657198384237547	Ag/AgCl
C3	-0.06714873038365092	0.023358234962598565	0.10451068106025274	Ag/AgCl
C4	0.06532887326785189	0.02357310071942504	0.10369243420048097	Ag/AgCl
CP3	-0.06547224097149225	-0.011896599111525148	0.10777792004227077	Ag/AgCl
CPz	-0.0015249123600369623	-0.010518376261361682	0.1415491439763013	Ag/AgCl
CP4	0.0646962476012671	-0.011991179362648905	0.10771287092399104	Ag/AgCl
